week,winner_team,winner_score,winner_rank,loser_team,loser_score,loser_rank,winner_conference,loser_conference,winner_lat,winner_long,loser_lat,loser_long
4,Tulane,38,,Houston,31,,American Athletic Conference,American Athletic Conference,29.940728200000002,-90.1203167,29.7604267,-95.36980279999999
4,Louisiana Tech,43,,Florida International,31,,Conference USA,Conference USA,32.5282644,-92.6499298,25.756127499999998,-80.3768786
4,USC,30,,Utah,23,10.0,Pac-12,Pac-12,34.0223519,-118.285117,39.32098010000001,-111.0937311
4,Boise State,30,20.0,Air Force,19,,Mountain West,Mountain West,43.60269520000001,-116.2014604,37.0955676,-94.4778033
4,Army,52,,Morgan State,21,,Independents(FBS),,37.1033072,-95.5678528,,
4,Florida,34,9.0,Tennessee,3,,Southeastern,Southeastern,27.664827399999997,-81.5157535,35.517491299999996,-86.5804473
4,Iowa State,72,,Louisiana-Monroe,20,,Big 12,Sun Belt,42.0266187,-93.64646540000001,32.528282,-92.073415
4,Alabama,49,2.0,Southern Miss,7,,Southeastern,Conference USA,32.3182314,-86.902298,31.330011499999998,-89.3340423
4,Wake Forest,49,,Elon,7,,Atlantic Coast,,36.1340985,-80.2778951,,
4,Boston College,30,,Rutgers,16,,Atlantic Coast,Big Ten,42.3355488,-71.16849450000002,40.500818599999995,-74.44739910000001
4,LSU,66,4.0,Vanderbilt,38,,Southeastern,Southeastern,30.413257899999998,-91.1800023,36.1447034,-86.8026551
4,Wisconsin,35,13.0,Michigan,14,11.0,Big Ten,Big Ten,43.78443970000001,-88.7878678,44.3148443,-85.60236429999998
4,California,28,23.0,Ole Miss,20,,Pac-12,Southeastern,36.778261,-119.4179324,34.364732399999994,-89.538443
4,Indiana,38,,Connecticut,3,,Big Ten,American Athletic Conference,40.2671941,-86.1349019,41.60322070000001,-73.087749
4,Syracuse,52,,Western Michigan,33,,Atlantic Coast,Mid-American,43.0481221,-76.14742439999998,42.2837336,-85.6102507
4,Michigan State,31,,Northwestern,10,,Big Ten,Big Ten,42.701848,-84.4821719,42.0564594,-87.67526699999998
4,Coastal Carolina,62,,Massachusetts,28,,Sun Belt,Independents(FBS),33.7965964,-79.01336119999998,42.4072107,-71.3824374
4,Louisiana-Lafayette,45,,Ohio,25,,Sun Belt,Mid-American,30.211440399999997,-92.02041209999999,40.4172871,-82.90712300000001
4,Eastern Michigan,34,,Cent. Conn. State,29,,Mid-American,,42.2506803,-83.624089,,
4,Troy,35,,Akron,7,,Sun Belt,Mid-American,42.6064095,-83.1497751,41.08144470000001,-81.51900529999998
4,SMU,41,,TCU,38,25.0,American Athletic Conference,Big 12,32.8412178,-96.7845175,32.7095936,-97.36356020000001
4,Tulsa,24,,Wyoming,21,,American Athletic Conference,Mountain West,36.1539816,-95.992775,43.075967799999994,-107.29028390000002
4,Ohio State,76,6.0,Miami (OH),5,,Big Ten,Mid-American,40.006836299999996,-83.03062220000002,39.5105334,-84.73087679999998
4,Pittsburgh,35,,UCF,34,15.0,Atlantic Coast,American Athletic Conference,40.4443533,-79.960835,28.602427399999996,-81.2000599
4,Washington,45,22.0,Brigham Young,19,,Pac-12,Independents(FBS),47.751074100000004,-120.7401385,40.2518435,-111.6493156
4,Auburn,28,8.0,Texas A&M,20,17.0,Southeastern,Southeastern,32.6098566,-85.48078249999998,30.6090918,-96.33371240000001
4,Kent State,62,,Bowling Green,20,,Mid-American,Mid-American,41.145559399999996,-81.33928829999998,41.3797788,-83.6300826
4,Florida State,35,,Louisville,24,,Atlantic Coast,Atlantic Coast,30.4418778,-84.29848890000002,38.252664700000004,-85.7584557
4,Buffalo,38,,Temple,22,,Mid-American,American Athletic Conference,42.88644679999999,-78.8783689,37.0421218,-95.6273972
4,Appalachian State,34,,North Carolina,31,,Sun Belt,Atlantic Coast,36.2134842,-81.6841448,35.75957310000001,-79.01929969999998
4,UAB,35,,South Alabama,3,,Conference USA,Sun Belt,33.5019893,-86.8064433,30.6959406,-88.184236
4,Missouri,34,,South Carolina,14,,Southeastern,Southeastern,37.9642529,-91.83183340000001,33.836081,-81.1637245
4,Miami (FL),17,,Central Michigan,12,,Atlantic Coast,Mid-American,25.7616798,-80.1917902,43.5819086,-84.77563640000002
4,Mississippi State,28,,Kentucky,13,,Southeastern,Southeastern,33.455174199999995,-88.79437659999998,37.83933320000001,-84.2700179
4,New Mexico,55,,New Mexico State,52,,Mountain West,Independents(FBS),34.5199402,-105.87009009999998,32.2787745,-106.7479059
4,West Virginia,29,,Kansas,24,,Big 12,Big 12,38.59762620000001,-80.4549026,39.011902,-98.4842465
4,Liberty,62,,Hampton,27,,Independents(FBS),,37.1556278,-95.5947005,,
4,East Carolina,19,,William & Mary,7,,American Athletic Conference,,35.6055108,-77.3645653,,
4,Florida Atlantic,42,,Wagner,7,,Conference USA,,26.374987599999997,-80.10106329999998,,
4,North Carolina State,34,,Ball State,23,,Atlantic Coast,Mid-American,35.7846633,-78.6820946,40.2041356,-85.4058996
4,Oregon,21,16.0,Stanford,6,,Pac-12,Pac-12,43.8041334,-120.55420120000001,37.4274745,-122.169719
4,Arkansas State,41,,Southern Illinois,28,,Sun Belt,,35.20105,-91.83183340000001,,
4,Virginia,28,21.0,Old Dominion,17,,Atlantic Coast,Conference USA,37.4315734,-78.65689420000002,37.370863299999996,-95.26379140000002
4,Baylor,21,,Rice,13,,Big 12,Conference USA,31.5497007,-97.1143046,29.7173941,-95.4018312
4,Texas State,37,,Georgia State,34,,Sun Belt,Sun Belt,29.888410999999998,-97.938351,33.753068,-84.38528190000002
4,North Texas,45,,UTSA,3,,Conference USA,Conference USA,33.207488,-97.1525862,29.5829744,-98.6197293
4,Clemson,52,1.0,Charlotte,10,,Atlantic Coast,Conference USA,34.673843700000006,-82.83686540000002,35.2270869,-80.8431267
4,Texas,36,12.0,Oklahoma State,30,,Big 12,Big 12,31.968598800000002,-99.9018131,36.1270236,-97.0737222
4,San Jose State,31,,Arkansas,24,,Mountain West,Southeastern,37.3351874,-121.8810715,35.20105,-91.83183340000001
4,Nebraska,42,,Illinois,38,,Big Ten,Big Ten,41.4925374,-99.9018131,40.6331249,-89.3985283
4,Georgia,23,3.0,Notre Dame,17,7.0,Southeastern,Independents(FBS),32.1656221,-82.9000751,41.7055716,-86.2353388
4,Nevada,37,,UTEP,21,,Mountain West,Conference USA,38.8026097,-116.419389,31.7709368,-106.50464050000001
4,Colorado,34,,Arizona State,31,24.0,Pac-12,Pac-12,39.55005070000001,-105.78206740000002,34.048928100000005,-111.0937311
4,Fresno State,34,,Sacramento State,20,,Mountain West,,36.8124451,-119.7457805,,
4,Toledo,41,,Colorado State,35,,Mid-American,Mountain West,41.6528052,-83.53786740000002,39.55005070000001,-105.78206740000002
4,Utah State,23,,San Diego State,17,,Mountain West,Mountain West,41.745160999999996,-111.8097425,32.77572170000001,-117.0718893
4,UCLA,67,,Washington State,63,19.0,Pac-12,Pac-12,34.068921,-118.4451811,47.751074100000004,-120.7401385
4,Hawaii,35,,Central Ark.,16,,Mountain West,,19.8967662,-155.58278180000005,,
5,Memphis,35,,Navy,23,,American Athletic Conference,American Athletic Conference,35.1495343,-90.0489801,37.22462279999999,-95.70705240000001
5,Duke,45,,Virginia Tech,10,,Atlantic Coast,Atlantic Coast,36.0014258,-78.9382286,37.22838429999999,-80.42341669999998
5,Penn State,59,12.0,Maryland,0,,Big Ten,Big Ten,40.7982133,-77.85990840000002,39.0457549,-76.64127119999998
5,Air Force,41,,San Jose State,24,,Mountain West,Mountain West,37.0955676,-94.4778033,37.3351874,-121.8810715
5,Arizona State,24,,California,17,15.0,Pac-12,Pac-12,34.048928100000005,-111.0937311,36.778261,-119.4179324
5,Wisconsin,24,8.0,Northwestern,15,,Big Ten,Big Ten,43.78443970000001,-88.7878678,42.0564594,-87.67526699999998
5,Miami (OH),34,,Buffalo,20,,Mid-American,Mid-American,39.5105334,-84.73087679999998,42.88644679999999,-78.8783689
5,Michigan,52,20.0,Rutgers,0,,Big Ten,Big Ten,44.3148443,-85.60236429999998,40.500818599999995,-74.44739910000001
5,Toledo,28,,Brigham Young,21,,Mid-American,Independents(FBS),41.6528052,-83.53786740000002,40.2518435,-111.6493156
5,Iowa,48,14.0,Middle Tennessee,3,,Big Ten,Conference USA,41.8780025,-93.097702,35.8486105,-86.3648813
5,Oklahoma,55,6.0,Texas Tech,16,,Big 12,Big 12,35.007751899999995,-97.092877,33.584259100000004,-101.8782822
5,Syracuse,41,,Holy Cross,3,,Atlantic Coast,,43.0481221,-76.14742439999998,,
5,Vanderbilt,24,,Northern Illinois,18,,Southeastern,Mid-American,36.1447034,-86.8026551,41.934233,-88.774069
5,Western Michigan,31,,Central Michigan,15,,Mid-American,Mid-American,42.2837336,-85.6102507,43.5819086,-84.77563640000002
5,TCU,51,,Kansas,14,,Big 12,Big 12,32.7095936,-97.36356020000001,39.011902,-98.4842465
5,Texas A&M,31,23.0,Arkansas,27,,Southeastern,Southeastern,30.6090918,-96.33371240000001,35.20105,-91.83183340000001
5,Pittsburgh,17,,Delaware,14,,Atlantic Coast,,40.4443533,-79.960835,,
5,Baylor,23,,Iowa State,21,,Big 12,Big 12,31.5497007,-97.1143046,42.0266187,-93.64646540000001
5,Temple,24,,Georgia Tech,2,,American Athletic Conference,Atlantic Coast,37.0421218,-95.6273972,33.7756178,-84.39628499999998
5,Florida Atlantic,45,,Charlotte,27,,Conference USA,Conference USA,26.374987599999997,-80.10106329999998,35.2270869,-80.8431267
5,Michigan State,40,25.0,Indiana,31,,Big Ten,Big Ten,42.701848,-84.4821719,40.2671941,-86.1349019
5,Minnesota,38,,Purdue,31,,Big Ten,Big Ten,46.729553,-94.6858998,40.4237054,-86.92119459999998
5,Appalachian State,56,,Coastal Carolina,37,,Sun Belt,Sun Belt,36.2134842,-81.6841448,33.7965964,-79.01336119999998
5,Notre Dame,35,10.0,Virginia,20,18.0,Independents(FBS),Atlantic Coast,41.7055716,-86.2353388,37.4315734,-78.65689420000002
5,Alabama,59,2.0,Ole Miss,31,,Southeastern,Southeastern,32.3182314,-86.902298,34.364732399999994,-89.538443
5,Wake Forest,27,,Boston College,24,,Atlantic Coast,Atlantic Coast,36.1340985,-80.2778951,42.3355488,-71.16849450000002
5,Clemson,21,1.0,North Carolina,20,,Atlantic Coast,Atlantic Coast,34.673843700000006,-82.83686540000002,35.75957310000001,-79.01929969999998
5,Washington,28,17.0,USC,14,21.0,Pac-12,Pac-12,47.751074100000004,-120.7401385,34.0223519,-118.285117
5,Massachusetts,37,,Akron,29,,Independents(FBS),Mid-American,42.4072107,-71.3824374,41.08144470000001,-81.51900529999998
5,SMU,48,,South Florida,21,,American Athletic Conference,American Athletic Conference,32.8412178,-96.7845175,27.664827399999997,-81.5157535
5,Florida,38,9.0,Towson,0,,Southeastern,,27.664827399999997,-81.5157535,,
5,Cincinnati,52,,Marshall,14,,American Athletic Conference,Conference USA,39.103118200000004,-84.5120196,36.056901,-96.005218
5,Arkansas State,50,,Troy,43,,Sun Belt,Sun Belt,35.20105,-91.83183340000001,42.6064095,-83.1497751
5,Liberty,17,,New Mexico,10,,Independents(FBS),Mountain West,37.1556278,-95.5947005,34.5199402,-105.87009009999998
5,Louisiana-Lafayette,37,,Georgia Southern,24,,Sun Belt,Sun Belt,30.211440399999997,-92.02041209999999,32.42054890000001,-81.78653469999998
5,East Carolina,24,,Old Dominion,21,,American Athletic Conference,Conference USA,35.6055108,-77.3645653,37.370863299999996,-95.26379140000002
5,Texas State,24,,Nicholls State,3,,Sun Belt,,29.888410999999998,-97.938351,,
5,Southern Miss,31,,UTEP,13,,Conference USA,Conference USA,31.330011499999998,-89.3340423,31.7709368,-106.50464050000001
5,UCF,56,22.0,Connecticut,21,,American Athletic Conference,American Athletic Conference,28.602427399999996,-81.2000599,41.60322070000001,-73.087749
5,Oklahoma State,26,,Kansas State,13,24.0,Big 12,Big 12,36.1270236,-97.0737222,39.1974437,-96.58472490000001
5,Louisiana Tech,23,,Rice,20,,Conference USA,Conference USA,32.5282644,-92.6499298,29.7173941,-95.4018312
5,Western Kentucky,20,,UAB,13,,Conference USA,Conference USA,36.9853543,-86.456138,33.5019893,-86.8064433
5,Stanford,31,,Oregon State,28,,Pac-12,Pac-12,37.4274745,-122.169719,44.5637806,-123.2794443
5,Louisiana-Monroe,30,,South Alabama,17,,Sun Belt,Sun Belt,32.528282,-92.073415,30.6959406,-88.184236
5,Auburn,56,7.0,Mississippi State,23,,Southeastern,Southeastern,32.6098566,-85.48078249999998,33.455174199999995,-88.79437659999998
5,Ohio State,48,5.0,Nebraska,7,,Big Ten,Big Ten,40.006836299999996,-83.03062220000002,41.4925374,-99.9018131
5,South Carolina,24,,Kentucky,7,,Southeastern,Southeastern,33.836081,-81.1637245,37.83933320000001,-84.2700179
5,Utah State,34,,Colorado State,24,,Mountain West,Mountain West,41.745160999999996,-111.8097425,39.55005070000001,-105.78206740000002
5,Florida State,31,,North Carolina State,13,,Atlantic Coast,Atlantic Coast,30.4418778,-84.29848890000002,35.7846633,-78.6820946
5,Fresno State,30,,New Mexico State,17,,Mountain West,Independents(FBS),36.8124451,-119.7457805,32.2787745,-106.7479059
5,Houston,46,,North Texas,25,,American Athletic Conference,Conference USA,29.7604267,-95.36980279999999,33.207488,-97.1525862
5,Wyoming,53,,UNLV,17,,Mountain West,Mountain West,43.075967799999994,-107.29028390000002,36.1085197,-115.1431709
5,Utah,38,19.0,Washington State,13,,Pac-12,Pac-12,39.32098010000001,-111.0937311,47.751074100000004,-120.7401385
5,Hawaii,54,,Nevada,3,,Mountain West,Mountain West,19.8967662,-155.58278180000005,38.8026097,-116.419389
5,Arizona,20,,UCLA,17,,Pac-12,Pac-12,34.048928100000005,-111.0937311,34.068921,-118.4451811
6,Georgia Southern,20,,South Alabama,17,,Sun Belt,Sun Belt,32.42054890000001,-81.78653469999998,30.6959406,-88.184236
6,Temple,27,,East Carolina,17,,American Athletic Conference,American Athletic Conference,37.0421218,-95.6273972,35.6055108,-77.3645653
6,Cincinnati,27,,UCF,24,18.0,American Athletic Conference,American Athletic Conference,39.103118200000004,-84.5120196,28.602427399999996,-81.2000599
6,San Jose State,32,,New Mexico,21,,Mountain West,Mountain West,37.3351874,-121.8810715,34.5199402,-105.87009009999998
6,Oklahoma,45,6.0,Kansas,20,,Big 12,Big 12,35.007751899999995,-97.092877,39.011902,-98.4842465
6,Wisconsin,48,8.0,Kent State,0,,Big Ten,Mid-American,43.78443970000001,-88.7878678,41.145559399999996,-81.33928829999998
6,Michigan,10,19.0,Iowa,3,14.0,Big Ten,Big Ten,44.3148443,-85.60236429999998,41.8780025,-93.097702
6,LSU,42,5.0,Utah State,6,,Southeastern,Mountain West,30.413257899999998,-91.1800023,41.745160999999996,-111.8097425
6,Texas Tech,45,,Oklahoma State,35,21.0,Big 12,Big 12,33.584259100000004,-101.8782822,36.1270236,-97.0737222
6,South Florida,48,,Connecticut,22,,American Athletic Conference,American Athletic Conference,27.664827399999997,-81.5157535,41.60322070000001,-73.087749
6,Maryland,48,,Rutgers,7,,Big Ten,Big Ten,39.0457549,-76.64127119999998,40.500818599999995,-74.44739910000001
6,Tulane,42,,Army,33,,American Athletic Conference,Independents(FBS),29.940728200000002,-90.1203167,37.1033072,-95.5678528
6,Penn State,35,12.0,Purdue,7,,Big Ten,Big Ten,40.7982133,-77.85990840000002,40.4237054,-86.92119459999998
6,Louisville,41,,Boston College,39,,Atlantic Coast,Atlantic Coast,38.252664700000004,-85.7584557,42.3355488,-71.16849450000002
6,Iowa State,49,,TCU,24,,Big 12,Big 12,42.0266187,-93.64646540000001,32.7095936,-97.36356020000001
6,Central Michigan,42,,Eastern Michigan,16,,Mid-American,Mid-American,43.5819086,-84.77563640000002,42.2506803,-83.624089
6,Ohio,21,,Buffalo,20,,Mid-American,Mid-American,40.4172871,-82.90712300000001,42.88644679999999,-78.8783689
6,Georgia State,52,,Arkansas State,38,,Sun Belt,Sun Belt,33.753068,-84.38528190000002,35.20105,-91.83183340000001
6,Baylor,31,,Kansas State,12,,Big 12,Big 12,31.5497007,-97.1143046,39.1974437,-96.58472490000001
6,Ball State,27,,Northern Illinois,20,,Mid-American,Mid-American,40.2041356,-85.4058996,41.934233,-88.774069
6,Navy,34,,Air Force,25,,American Athletic Conference,Mountain West,37.22462279999999,-95.70705240000001,37.0955676,-94.4778033
6,Toledo,31,,Western Michigan,24,,Mid-American,Mid-American,41.6528052,-83.53786740000002,42.2837336,-85.6102507
6,Florida,24,10.0,Auburn,13,7.0,Southeastern,Southeastern,27.664827399999997,-81.5157535,32.6098566,-85.48078249999998
6,Texas,42,11.0,West Virginia,31,,Big 12,Big 12,31.968598800000002,-99.9018131,38.59762620000001,-80.4549026
6,Notre Dame,52,9.0,Bowling Green,0,,Independents(FBS),Mid-American,41.7055716,-86.2353388,41.3797788,-83.6300826
6,Minnesota,40,,Illinois,17,,Big Ten,Big Ten,46.729553,-94.6858998,40.6331249,-89.3985283
6,Middle Tennessee,24,,Marshall,13,,Conference USA,Conference USA,35.8486105,-86.3648813,36.056901,-96.005218
6,Virginia Tech,42,,Miami (FL),35,,Atlantic Coast,Atlantic Coast,37.22838429999999,-80.42341669999998,25.7616798,-80.1917902
6,Memphis,52,,Louisiana-Monroe,33,,American Athletic Conference,Sun Belt,35.1495343,-90.0489801,32.528282,-92.073415
6,North Carolina,38,,Georgia Tech,22,,Atlantic Coast,Atlantic Coast,35.75957310000001,-79.01929969999998,33.7756178,-84.39628499999998
6,Nebraska,13,,Northwestern,10,,Big Ten,Big Ten,41.4925374,-99.9018131,42.0564594,-87.67526699999998
6,Missouri,42,,Troy,10,,Southeastern,Sun Belt,37.9642529,-91.83183340000001,42.6064095,-83.1497751
6,Arizona,35,,Colorado,30,,Pac-12,Pac-12,34.048928100000005,-111.0937311,39.55005070000001,-105.78206740000002
6,Western Kentucky,20,,Old Dominion,3,,Conference USA,Conference USA,36.9853543,-86.456138,37.370863299999996,-95.26379140000002
6,Florida International,44,,Massachusetts,0,,Conference USA,Independents(FBS),25.756127499999998,-80.3768786,42.4072107,-71.3824374
6,UAB,35,,Rice,20,,Conference USA,Conference USA,33.5019893,-86.8064433,29.7173941,-95.4018312
6,Georgia,43,3.0,Tennessee,14,,Southeastern,Southeastern,32.1656221,-82.9000751,35.517491299999996,-86.5804473
6,Ole Miss,31,,Vanderbilt,6,,Southeastern,Southeastern,34.364732399999994,-89.538443,36.1447034,-86.8026551
6,Ohio State,34,4.0,Michigan State,10,25.0,Big Ten,Big Ten,40.006836299999996,-83.03062220000002,42.701848,-84.4821719
6,SMU,43,24.0,Tulsa,37,,American Athletic Conference,American Athletic Conference,32.8412178,-96.7845175,36.1539816,-95.992775
6,Pittsburgh,33,,Duke,30,,Atlantic Coast,Atlantic Coast,40.4443533,-79.960835,36.0014258,-78.9382286
6,UTSA,26,,UTEP,16,,Conference USA,Conference USA,29.5829744,-98.6197293,31.7709368,-106.50464050000001
6,Oregon,17,13.0,California,7,,Pac-12,Pac-12,43.8041334,-120.55420120000001,36.778261,-119.4179324
6,Liberty,20,,New Mexico State,13,,Independents(FBS),Independents(FBS),37.1556278,-95.5947005,32.2787745,-106.7479059
6,Oregon State,48,,UCLA,31,,Pac-12,Pac-12,44.5637806,-123.2794443,34.068921,-118.4451811
6,San Diego State,24,,Colorado State,10,,Mountain West,Mountain West,32.77572170000001,-117.0718893,39.55005070000001,-105.78206740000002
6,Boise State,38,16.0,UNLV,13,,Mountain West,Mountain West,43.60269520000001,-116.2014604,36.1085197,-115.1431709
6,Stanford,23,,Washington,13,15.0,Pac-12,Pac-12,37.4274745,-122.169719,47.751074100000004,-120.7401385
7,Appalachian State,17,,Louisiana-Lafayette,7,,Sun Belt,Sun Belt,36.2134842,-81.6841448,30.211440399999997,-92.02041209999999
7,North Carolina State,16,,Syracuse,10,,Atlantic Coast,Atlantic Coast,35.7846633,-78.6820946,43.0481221,-76.14742439999998
7,Louisiana-Monroe,24,,Texas State,14,,Sun Belt,Sun Belt,32.528282,-92.073415,29.888410999999998,-97.938351
7,Colorado State,35,,New Mexico,21,,Mountain West,Mountain West,39.55005070000001,-105.78206740000002,34.5199402,-105.87009009999998
7,Miami (FL),17,,Virginia,9,20.0,Atlantic Coast,Atlantic Coast,25.7616798,-80.1917902,37.4315734,-78.65689420000002
7,Oregon,45,13.0,Colorado,3,,Pac-12,Pac-12,43.8041334,-120.55420120000001,39.55005070000001,-105.78206740000002
7,South Carolina,20,,Georgia,17,3.0,Southeastern,Southeastern,33.836081,-81.1637245,32.1656221,-82.9000751
7,Western Michigan,38,,Miami (OH),16,,Mid-American,Mid-American,42.2837336,-85.6102507,39.5105334,-84.73087679999998
7,Oklahoma,34,6.0,Texas,27,11.0,Big 12,Big 12,35.007751899999995,-97.092877,31.968598800000002,-99.9018131
7,Michigan,42,16.0,Illinois,25,,Big Ten,Big Ten,44.3148443,-85.60236429999998,40.6331249,-89.3985283
7,Bowling Green,20,,Toledo,7,,Mid-American,Mid-American,41.3797788,-83.6300826,41.6528052,-83.53786740000002
7,Tennessee,20,,Mississippi State,10,,Southeastern,Southeastern,35.517491299999996,-86.5804473,33.455174199999995,-88.79437659999998
7,Temple,30,,Memphis,28,23.0,American Athletic Conference,American Athletic Conference,37.0421218,-95.6273972,35.1495343,-90.0489801
7,Indiana,35,,Rutgers,0,,Big Ten,Big Ten,40.2671941,-86.1349019,40.500818599999995,-74.44739910000001
7,Purdue,40,,Maryland,14,,Big Ten,Big Ten,40.4237054,-86.92119459999998,39.0457549,-76.64127119999998
7,Duke,41,,Georgia Tech,23,,Atlantic Coast,Atlantic Coast,36.0014258,-78.9382286,33.7756178,-84.39628499999998
7,Ball State,29,,Eastern Michigan,23,,Mid-American,Mid-American,40.2041356,-85.4058996,42.2506803,-83.624089
7,Marshall,31,,Old Dominion,17,,Conference USA,Conference USA,36.056901,-96.005218,37.370863299999996,-95.26379140000002
7,Central Michigan,42,,New Mexico State,28,,Mid-American,Independents(FBS),43.5819086,-84.77563640000002,32.2787745,-106.7479059
7,South Florida,27,,Brigham Young,23,,American Athletic Conference,Independents(FBS),27.664827399999997,-81.5157535,40.2518435,-111.6493156
7,Clemson,45,2.0,Florida State,14,,Atlantic Coast,Atlantic Coast,34.673843700000006,-82.83686540000002,30.4418778,-84.29848890000002
7,Northern Illinois,39,,Ohio,36,,Mid-American,Mid-American,41.934233,-88.774069,40.4172871,-82.90712300000001
7,Cincinnati,38,25.0,Houston,23,,American Athletic Conference,American Athletic Conference,39.103118200000004,-84.5120196,29.7604267,-95.36980279999999
7,Wisconsin,38,8.0,Michigan State,0,,Big Ten,Big Ten,43.78443970000001,-88.7878678,42.701848,-84.4821719
7,Alabama,47,1.0,Texas A&M,28,24.0,Southeastern,Southeastern,32.3182314,-86.902298,30.6090918,-96.33371240000001
7,Arizona State,38,18.0,Washington State,34,,Pac-12,Pac-12,34.048928100000005,-111.0937311,47.751074100000004,-120.7401385
7,Kent State,26,,Akron,3,,Mid-American,Mid-American,41.145559399999996,-81.33928829999998,41.08144470000001,-81.51900529999998
7,Tulane,49,,Connecticut,7,,American Athletic Conference,American Athletic Conference,29.940728200000002,-90.1203167,41.60322070000001,-73.087749
7,Baylor,33,22.0,Texas Tech,30,,Big 12,Big 12,31.5497007,-97.1143046,33.584259100000004,-101.8782822
7,Iowa State,38,,West Virginia,14,,Big 12,Big 12,42.0266187,-93.64646540000001,38.59762620000001,-80.4549026
7,Virginia Tech,34,,Rhode Island,17,,Atlantic Coast,,37.22838429999999,-80.42341669999998,,
7,UNLV,34,,Vanderbilt,10,,Mountain West,Southeastern,36.1085197,-115.1431709,36.1447034,-86.8026551
7,Nevada,41,,San Jose State,38,,Mountain West,Mountain West,38.8026097,-116.419389,37.3351874,-121.8810715
7,Florida Atlantic,28,,Middle Tennessee,13,,Conference USA,Conference USA,26.374987599999997,-80.10106329999998,35.8486105,-86.3648813
7,Georgia State,31,,Coastal Carolina,21,,Sun Belt,Sun Belt,33.753068,-84.38528190000002,33.7965964,-79.01336119999998
7,UAB,33,,UTSA,14,,Conference USA,Conference USA,33.5019893,-86.8064433,29.5829744,-98.6197293
7,Southern Miss,45,,North Texas,27,,Conference USA,Conference USA,31.330011499999998,-89.3340423,33.207488,-97.1525862
7,Louisiana Tech,69,,Massachusetts,21,,Conference USA,Independents(FBS),32.5282644,-92.6499298,42.4072107,-71.3824374
7,Western Kentucky,17,,Army,8,,Conference USA,Independents(FBS),36.9853543,-86.456138,37.1033072,-95.5678528
7,Air Force,43,,Fresno State,24,,Mountain West,Mountain West,37.0955676,-94.4778033,36.8124451,-119.7457805
7,Florida International,48,,Charlotte,23,,Conference USA,Conference USA,25.756127499999998,-80.3768786,35.2270869,-80.8431267
7,Missouri,38,,Ole Miss,27,,Southeastern,Southeastern,37.9642529,-91.83183340000001,34.364732399999994,-89.538443
7,Notre Dame,30,9.0,USC,27,,Independents(FBS),Pac-12,41.7055716,-86.2353388,34.0223519,-118.285117
